task start end duration memory size
14.2915 1494287988538 1494288014061 25523 256 90
13.4548 1494287867155 1494287901932 34777 256 90
12.64 1494287838322 1494287867438 29116 256 90
11.0383 1494287845830 1494287880343 34513 256 90
2.599 1494288125800 1494288276703 150903 256 100
14.1735 1494288096727 1494288124307 27580 256 100
12.8201 1494288205170 1494288235139 29969 256 100
14.6559 1494288150369 1494288176678 26309 256 100
2.647 1494288285367 1494288429067 143700 256 100
5.9521 1494288144825 1494288210171 65346 256 100
5.3786 1494288135690 1494288208410 72720 256 100
2.8454 1494288149174 1494288286976 137802 256 100
13.7635 1494288108567 1494288135042 26475 256 100
2.5123 1494288147434 1494288301904 154470 256 100
14.0814 1494288118900 1494288147540 28640 256 100
2.6805 1494288216531 1494288357731 141200 256 100
5.4509 1494288127241 1494288197506 70265 256 100
14.0932 1494288204220 1494288231259 27039 256 100
5.7153 1494288128407 1494288198203 69796 256 100
5.6792 1494288124361 1494288189977 65616 256 100
13.7819 1494288095742 1494288123921 28179 256 100
12.5025 1494288107085 1494288136953 29868 256 100
13.4295 1494288206111 1494288235306 29195 256 100
5.4026 1494288201830 1494288276106 74276 256 100
13.7253 1494288096970 1494288126658 29688 256 100
5.5269 1494288137415 1494288205416 68001 256 100
14.6303 1494288095507 1494288122015 26508 256 100
13.9505 1494288106422 1494288133605 27183 256 100
15.1995 1494288095346 1494288120682 25336 256 100
6.1416 1494288177134 1494288240374 63240 256 100
13.4967 1494288096971 1494288124791 27820 256 100
13.8996 1494288095586 1494288123420 27834 256 100
16.0157 1494288298042 1494288322110 24068 256 100
13.0984 1494288180709 1494288209825 29116 256 100
14.0728 1494288107534 1494288135211 27677 256 100
13.1056 1494288298614 1494288327445 28831 256 100
13.6545 1494288161957 1494288190443 28486 256 100
14.9338 1494288095358 1494288120671 25313 256 100
13.4023 1494288118596 1494288147974 29378 256 100
5.7516 1494288190898 1494288258509 67611 256 100
14.6371 1494288127838 1494288156436 28598 256 100
13.9984 1494288211392 1494288241144 29752 256 100
13.8999 1494288106410 1494288134117 27707 256 100
14.95 1494288190092 1494288215585 25493 256 100
14.592 1494288190233 1494288216331 26098 256 100
2.8062 1494288155197 1494288296672 141475 256 100
2.5647 1494288148800 1494288298810 150010 256 100
13.3862 1494288118935 1494288147707 28772 256 100
5.9971 1494288135829 1494288201273 65444 256 100
14.0569 1494288116699 1494288144371 27672 256 100
5.5274 1494288138096 1494288207301 69205 256 100
12.8994 1494288109079 1494288138744 29665 256 100
13.5848 1494288130864 1494288159279 28415 256 100
2.5965 1494288092699 1494288246398 153699 256 100
13.2992 1494288190322 1494288218632 28310 256 100
5.3726 1494288149339 1494288219616 70277 256 100
13.4999 1494288245246 1494288273614 28368 256 100
14.462 1494288223026 1494288250189 27163 256 100
13.3293 1494288117401 1494288146941 29540 256 100
14.0529 1494288118061 1494288146619 28558 256 100
14.6008 1494288108532 1494288135379 26847 256 100
2.8268 1494288245160 1494288385405 140245 256 100
12.8067 1494288108065 1494288137730 29665 256 100
14.245 1494288204204 1494288231215 27011 256 100
14.6547 1494288190150 1494288216116 25966 256 100
13.6755 1494288096809 1494288124613 27804 256 100
14.7511 1494288126749 1494288153331 26582 256 100
14.7905 1494288203943 1494288230170 26227 256 100
13.1758 1494288171556 1494288201320 29764 256 100
14.9517 1494288095400 1494288120540 25140 256 100
2.6819 1494288162007 1494288308500 146493 256 100
14.3976 1494288138873 1494288167912 29039 256 100
5.917 1494288137759 1494288203082 65323 256 100
13.346 1494288107826 1494288137274 29448 256 100
14.096 1494288149930 1494288177364 27434 256 100
13.871 1494288117870 1494288146585 28715 256 100
14.7522 1494288233633 1494288259281 25648 256 100
12.9978 1494288130302 1494288158268 27966 256 100
13.6549 1494288191240 1494288218580 27340 256 100
15.3667 1494288203581 1494288227806 24225 256 100
2.7791 1494288126090 1494288267671 141581 256 100
2.6212 1494288139900 1494288287205 147305 256 100
14.27 1494288190022 1494288216657 26635 256 100
13.4209 1494288097980 1494288125789 27809 256 100
6.0086 1494288134042 1494288199678 65636 256 100
13.217 1494288128952 1494288158929 29977 256 100
13.0193 1494288098057 1494288126457 28400 256 100
5.6291 1494288235666 1494288306603 70937 256 100
2.6047 1494288092716 1494288236916 144200 256 100
13.3786 1494288119599 1494288148719 29120 256 100
5.3345 1494288134541 1494288206812 72271 256 100
14.2474 1494288215821 1494288244426 28605 256 100
5.3423 1494288148429 1494288218916 70487 256 100
13.4549 1494288131300 1494288160269 28969 256 100
5.5257 1494288159351 1494288228014 68663 256 100
14.6329 1494288203950 1494288230073 26123 256 100
2.7249 1494288210973 1494288358904 147931 256 100
6.2147 1494288121094 1494288180763 59669 256 100
13.4029 1494288098945 1494288127916 28971 256 100
14.2109 1494288116954 1494288145547 28593 256 100
15.1725 1494288203624 1494288228132 24508 256 100
5.3736 1494288147460 1494288216604 69144 256 100
14.4199 1494288203781 1494288229450 25669 256 100
2.5275 1494288125531 1494288278604 153073 256 100
13.8886 1494286140242 1494286167881 27639 512 10
3.8107 1494286115338 1494286217327 101989 512 10
13.3463 1494286121126 1494286148655 27529 512 10
14.0679 1494286128826 1494286156710 27884 512 10
13.7712 1494286130901 1494286158793 27892 512 10
13.9503 1494286119189 1494286146306 27117 512 10
13.6894 1494286119691 1494286146535 26844 512 10
14.0473 1494286141211 1494286168914 27703 512 10
14.0092 1494286139174 1494286166736 27562 512 10
13.7184 1494286129907 1494286158321 28414 512 10
3.7897 1494286219828 1494286323438 103610 512 20
14.9343 1494286255339 1494286281984 26645 512 20
14.1648 1494286246091 1494286273416 27325 512 20
14.8322 1494286243157 1494286269668 26511 512 20
3.6863 1494286219929 1494286324137 104208 512 20
14.1675 1494286234093 1494286261289 27196 512 20
3.6245 1494286219932 1494286324531 104599 512 20
3.7686 1494286219831 1494286323234 103403 512 20
14.4656 1494286235048 1494286261498 26450 512 20
3.7225 1494286219928 1494286323340 103412 512 20
14.4726 1494286233260 1494286259573 26313 512 20
14.3305 1494286244179 1494286271051 26872 512 20
13.6991 1494286234843 1494286262452 27609 512 20
14.2906 1494286233210 1494286259692 26482 512 20
3.6758 1494286219933 1494286323928 103995 512 20
3.7387 1494286219933 1494286325036 105103 512 20
13.9532 1494286234025 1494286261172 27147 512 20
14.2251 1494286254355 1494286280955 26600 512 20
14.2823 1494286245181 1494286272415 27234 512 20
3.7697 1494286219930 1494286324136 104206 512 20
12.8072 1494313912386 1494313941443 29057 512 30
12.53 1494313924827 1494313957128 32301 512 30
12.3401 1494313915141 1494313944916 29775 512 30
13.6128 1494313904157 1494313932235 28078 512 30
3.4346 1494313898113 1494314046208 148095 512 30
3.9885 1494313942477 1494314081905 139428 512 30
14.6867 1494313999045 1494314026401 27356 512 30
14.3397 1494313957249 1494314016855 59606 512 30
11.6453 1494313933406 1494313998013 64607 512 30
12.7773 1494313915487 1494313944561 29074 512 30
14.0123 1494313955996 1494314015778 59782 512 30
7.1825 1494314004967 1494314061134 56167 512 30
12.5948 1494313922793 1494313953952 31159 512 30
10.1984 1494313936273 1494313998036 61763 512 30
6.0851 1494313930907 1494314031322 100415 512 30
13.4553 1494313943418 1494314004513 61095 512 30
7.3336 1494313957561 1494314050904 93343 512 30
12.9268 1494313923947 1494313955408 31461 512 30
13.7526 1494313945176 1494314010971 65795 512 30
10.8396 1494313934879 1494313997958 63079 512 30
4.0477 1494313933416 1494314084508 151092 512 30
6.9037 1494313945361 1494314037509 92148 512 30
13.8066 1494313903301 1494313930433 27132 512 30
4.0884 1494313956556 1494314096110 139554 512 30
13.4756 1494313902373 1494313929814 27441 512 30
7.1101 1494313954433 1494314045832 91399 512 30
14.2008 1494313946353 1494314010738 64385 512 30
13.8283 1494313954030 1494314017230 63200 512 30
4.0471 1494313945363 1494314087509 142146 512 30
6.4942 1494313930297 1494314028640 98343 512 30
3.673 1494286435352 1494286539755 104403 512 40
13.7363 1494286440095 1494286467963 27868 512 40
3.9331 1494286435448 1494286530650 95202 512 40
3.8939 1494286435350 1494286532153 96803 512 40
3.7382 1494286435426 1494286535426 100000 512 40
13.923 1494286438379 1494286465388 27009 512 40
14.3021 1494286438298 1494286464696 26398 512 40
14.6909 1494286449238 1494286476451 27213 512 40
3.8594 1494286435528 1494286536039 100511 512 40
3.739 1494286435353 1494286538364 103011 512 40
3.6406 1494286435458 1494286539954 104496 512 40
3.8961 1494286435297 1494286532429 97132 512 40
3.8411 1494286435307 1494286535853 100546 512 40
3.7729 1494286435427 1494286534938 99511 512 40
14.0558 1494286438631 1494286465405 26774 512 40
3.9867 1494286435358 1494286530953 95595 512 40
3.9672 1494286435550 1494286531155 95605 512 40
3.7209 1494286435563 1494286538661 103098 512 40
13.9301 1494286440769 1494286467716 26947 512 40
14.0703 1494286441073 1494286468796 27723 512 40
14.055 1494286440366 1494286467025 26659 512 40
13.7882 1494286440130 1494286467656 27526 512 40
3.5756 1494286435454 1494286539761 104307 512 40
14.067 1494286439466 1494286467708 28242 512 40
16.338 1494286449201 1494286473373 24172 512 40
15.7842 1494286439319 1494286463628 24309 512 40
3.8263 1494286435539 1494286535030 99491 512 40
14.118 1494286440062 1494286466739 26677 512 40
3.8047 1494286435551 1494286538262 102711 512 40
3.9529 1494286435544 1494286531957 96413 512 40
15.7694 1494286440181 1494286464840 24659 512 40
3.9479 1494286435544 1494286531258 95714 512 40
3.7235 1494286435555 1494286539362 103807 512 40
15.8333 1494286438264 1494286462667 24403 512 40
3.8237 1494286435633 1494286535143 99510 512 40
3.8275 1494286435529 1494286536132 100603 512 40
3.8256 1494286435454 1494286539164 103710 512 40
3.6573 1494286435456 1494286540366 104910 512 40
3.8614 1494286435541 1494286534739 99198 512 40
15.2275 1494286438473 1494286463392 24919 512 40
3.7215 1494286542847 1494286643650 100803 512 50
3.5647 1494286542835 1494286658142 115307 512 50
3.8775 1494286542826 1494286641935 99109 512 50
3.5648 1494286542816 1494286652113 109297 512 50
3.5353 1494286542858 1494286647262 104404 512 50
3.658 1494286542755 1494286648255 105500 512 50
3.6252 1494286542657 1494286647460 104803 512 50
3.5338 1494286542818 1494286652515 109697 512 50
4.4144 1494286542884 1494286636189 93305 512 50
3.8944 1494286542827 1494286640831 98004 512 50
13.246 1494286548887 1494286577402 28515 512 50
3.7575 1494286542947 1494286642159 99212 512 50
3.8239 1494286542994 1494286640897 97903 512 50
13.3245 1494286547671 1494286576450 28779 512 50
3.8813 1494286542846 1494286640151 97305 512 50
3.8991 1494286542846 1494286638449 95603 512 50
3.4179 1494286542842 1494286658932 116090 512 50
3.5952 1494286542814 1494286650923 108109 512 50
3.5802 1494286542773 1494286647966 105193 512 50
13.8521 1494286546817 1494286574328 27511 512 50
3.6278 1494286542755 1494286647252 104497 512 50
3.8779 1494286542926 1494286641230 98304 512 50
3.7705 1494286542985 1494286647087 104102 512 50
3.8941 1494286542751 1494286641451 98700 512 50
3.8811 1494286542927 1494286641831 98904 512 50
3.9309 1494286542733 1494286643126 100393 512 50
3.9146 1494286542684 1494286644563 101879 512 50
4.4322 1494286542884 1494286635882 92998 512 50
3.6699 1494286542751 1494286644558 101807 512 50
3.4317 1494286542857 1494286646964 104107 512 50
3.4885 1494286542842 1494286657346 114504 512 50
14.4044 1494286548045 1494286575365 27320 512 50
14.1091 1494286546740 1494286573614 26874 512 50
3.8398 1494286542927 1494286642537 99610 512 50
3.7405 1494286542737 1494286644037 101300 512 50
4.4832 1494286542891 1494286637081 94190 512 50
3.6719 1494286542747 1494286644057 101310 512 50
13.7827 1494286556836 1494286585037 28201 512 50
3.5357 1494286542858 1494286649156 106298 512 50
4.4585 1494286542881 1494286635883 93002 512 50
3.8081 1494286542826 1494286642532 99706 512 50
14.1038 1494286548809 1494286577544 28735 512 50
3.4146 1494286542833 1494286658040 115207 512 50
13.9633 1494286547868 1494286575054 27186 512 50
13.9945 1494286558331 1494286586674 28343 512 50
3.5177 1494286542755 1494286648651 105896 512 50
3.6427 1494286542699 1494286649665 106966 512 50
13.0345 1494286549878 1494286579862 29984 512 50
3.7384 1494286542887 1494286647586 104699 512 50
3.7577 1494286542883 1494286647082 104199 512 50
3.2595 1494286661839 1494286778543 116704 512 60
3.8627 1494286661876 1494286758505 96629 512 60
3.6089 1494286661985 1494286764490 102505 512 60
3.432 1494286661919 1494286784526 122607 512 60
15.1184 1494286664340 1494286689151 24811 512 60
3.8989 1494286661943 1494286758734 96791 512 60
3.5176 1494286662055 1494286770951 108896 512 60
15.23 1494286664661 1494286689787 25126 512 60
3.8387 1494286661946 1494286760957 99011 512 60
3.6403 1494286661894 1494286766485 104591 512 60
3.2299 1494286661945 1494286778431 116486 512 60
3.8442 1494286662146 1494286760658 98512 512 60
3.8807 1494286662036 1494286758726 96690 512 60
3.4582 1494286662213 1494286784122 121909 512 60
3.5909 1494286661919 1494286784832 122913 512 60
3.9137 1494286662042 1494286760330 98288 512 60
3.4587 1494286661956 1494286769654 107698 512 60
3.2177 1494286661939 1494286778337 116398 512 60
3.8261 1494286662027 1494286763835 101808 512 60
3.445 1494286661952 1494286770861 108909 512 60
3.8608 1494286662046 1494286761651 99605 512 60
3.4458 1494286661952 1494286769065 107113 512 60
3.5502 1494286662051 1494286770466 108415 512 60
3.7535 1494286661852 1494286760759 98907 512 60
3.6294 1494286661987 1494286764979 102992 512 60
3.5786 1494286661935 1494286777346 115411 512 60
4.4347 1494286661884 1494286749291 87407 512 60
3.4181 1494286661853 1494286770866 109013 512 60
3.5769 1494286662011 1494286784623 122612 512 60
14.605 1494286666411 1494286692199 25788 512 60
14.8795 1494286665318 1494286690633 25315 512 60
3.8603 1494286661926 1494286760335 98409 512 60
14.2127 1494286665324 1494286692541 27217 512 60
3.8947 1494286662035 1494286759331 97296 512 60
3.4761 1494286661923 1494286784617 122694 512 60
3.5034 1494286662153 1494286770851 108698 512 60
3.6119 1494286662184 1494286765180 102996 512 60
4.4527 1494286661884 1494286747390 85506 512 60
3.4039 1494286662021 1494286784321 122300 512 60
14.791 1494286664949 1494286691530 26581 512 60
3.9549 1494286662129 1494286758532 96403 512 60
3.7724 1494286662153 1494286762154 100001 512 60
3.2934 1494286661831 1494286776937 115106 512 60
3.3329 1494286661938 1494286776644 114706 512 60
3.8622 1494286662054 1494286761447 99393 512 60
3.6551 1494286661993 1494286764493 102500 512 60
4.2936 1494286661829 1494286752089 90260 512 60
3.5771 1494286661952 1494286768752 106800 512 60
14.2357 1494286664955 1494286691623 26668 512 60
3.9325 1494286661929 1494286761430 99501 512 60
3.5645 1494286661854 1494286769452 107598 512 60
3.406 1494286662018 1494286784429 122411 512 60
4.3008 1494286661987 1494286752988 91001 512 60
13.801 1494286676991 1494286705552 28561 512 60
3.8396 1494286661909 1494286760157 98248 512 60
3.1704 1494286661941 1494286777847 115906 512 60
15.6943 1494286675619 1494286699983 24364 512 60
3.8425 1494286661956 1494286761058 99102 512 60
3.2451 1494286661862 1494286776641 114779 512 60
14.7792 1494286664662 1494286690236 25574 512 60
3.5624 1494286789738 1494286903550 113812 512 70
3.7414 1494286789881 1494286890883 101002 512 70
3.9151 1494286789626 1494286888127 98501 512 70
3.8046 1494286789652 1494286890045 100393 512 70
3.9372 1494286789659 1494286888454 98795 512 70
3.6725 1494286789753 1494286893358 103605 512 70
3.5785 1494286789753 1494286893562 103809 512 70
3.8602 1494286789751 1494286889845 100094 512 70
3.8066 1494286789649 1494286891450 101801 512 70
3.8776 1494286789784 1494286891193 101409 512 70
4.2125 1494286789680 1494286880189 90509 512 70
4.3445 1494286789880 1494286879689 89809 512 70
3.6135 1494286789851 1494286894764 104913 512 70
3.7727 1494286790118 1494286889321 99203 512 70
3.949 1494286789736 1494286885438 95702 512 70
15.1137 1494286792512 1494286817993 25481 512 70
3.9155 1494286789685 1494286888670 98985 512 70
3.9899 1494286789873 1494286885780 95907 512 70
14.4899 1494286792625 1494286819003 26378 512 70
14.2446 1494286792707 1494286819278 26571 512 70
3.7235 1494286789681 1494286890493 100812 512 70
14.7891 1494286792541 1494286817654 25113 512 70
3.7534 1494286789787 1494286890592 100805 512 70
3.4891 1494286789734 1494286898848 109114 512 70
4.3649 1494286789781 1494286879689 89908 512 70
3.6728 1494286789630 1494286890633 101003 512 70
3.6266 1494286789728 1494286889241 99513 512 70
3.8401 1494286789849 1494286895051 105202 512 70
3.7231 1494286789733 1494286889531 99798 512 70
14.6149 1494286792798 1494286818104 25306 512 70
15.5738 1494286792421 1494286817036 24615 512 70
3.7067 1494286789752 1494286894254 104502 512 70
3.5467 1494286789839 1494286900841 111002 512 70
14.2048 1494286792487 1494286818466 25979 512 70
3.86 1494286789650 1494286888849 99199 512 70
3.7241 1494286789794 1494286891297 101503 512 70
15.0397 1494286792208 1494286817312 25104 512 70
3.8239 1494286789881 1494286889280 99399 512 70
3.8054 1494286789734 1494286891531 101797 512 70
3.6873 1494286789896 1494286892598 102702 512 70
3.6279 1494286789627 1494286899143 109516 512 70
14.8281 1494286792469 1494286818197 25728 512 70
3.4309 1494286790120 1494286902223 112103 512 70
4.4371 1494286789779 1494286879385 89606 512 70
15.9143 1494286792115 1494286816514 24399 512 70
3.6249 1494286789951 1494286893660 103709 512 70
3.8093 1494286789741 1494286888431 98690 512 70
15.0879 1494286792181 1494286817237 25056 512 70
3.4468 1494286789828 1494286903319 113491 512 70
3.504 1494286789912 1494286900712 110800 512 70
3.7706 1494286789733 1494286892638 102905 512 70
3.6565 1494286789756 1494286895063 105307 512 70
3.5935 1494286789821 1494286899718 109897 512 70
3.4327 1494286789852 1494286896451 106599 512 70
3.5965 1494286790036 1494286900743 110707 512 70
3.5323 1494286789852 1494286896454 106602 512 70
3.6377 1494286789927 1494286899724 109797 512 70
3.6097 1494286789753 1494286896362 106609 512 70
3.8645 1494286789841 1494286887939 98098 512 70
3.8221 1494286789890 1494286890489 100599 512 70
14.8345 1494286792508 1494286817891 25383 512 70
3.7111 1494286789870 1494286897266 107396 512 70
3.8414 1494286789829 1494286890833 101004 512 70
3.6918 1494286789936 1494286899542 109606 512 70
3.8766 1494286789847 1494286886752 96905 512 70
3.4321 1494286789912 1494286902923 113011 512 70
3.4736 1494286790036 1494286902741 112705 512 70
3.4437 1494286789915 1494286902118 112203 512 70
3.7898 1494286789748 1494286892254 102506 512 70
3.8767 1494286789794 1494286886394 96600 512 70
3.9291 1494286906324 1494287003841 97517 512 80
3.5039 1494286906352 1494287014462 108110 512 80
15.5504 1494286908744 1494286932322 23578 512 80
3.7354 1494286906621 1494287009326 102705 512 80
3.617 1494286906480 1494287008983 102503 512 80
3.859 1494286906477 1494287005073 98596 512 80
3.8604 1494286906247 1494287003157 96910 512 80
13.5444 1494286909765 1494286937761 27996 512 80
3.6089 1494286906391 1494287011395 105004 512 80
3.4445 1494286906431 1494287016920 110489 512 80
4.0087 1494286906524 1494286999930 93406 512 80
4.1481 1494286906453 1494286995553 89100 512 80
3.915 1494286906455 1494286999863 93408 512 80
3.4465 1494286906363 1494287016313 109950 512 80
3.7398 1494286906329 1494287005041 98712 512 80
4.3626 1494286906332 1494286993280 86948 512 80
14.6754 1494286909157 1494286935075 25918 512 80
14.7641 1494286909303 1494286934916 25613 512 80
3.4435 1494286906534 1494287017643 111109 512 80
3.8606 1494286906426 1494287003339 96913 512 80
3.6423 1494286906452 1494287015461 109009 512 80
4.0492 1494286906627 1494287000431 93804 512 80
3.4592 1494286906451 1494287017139 110688 512 80
3.489 1494286906511 1494287018712 112201 512 80
3.5634 1494286906356 1494287014459 108103 512 80
3.7923 1494286906534 1494287008430 101896 512 80
3.6704 1494286906483 1494287009089 102606 512 80
3.8423 1494286906452 1494287003847 97395 512 80
14.439 1494286909437 1494286935512 26075 512 80
3.5808 1494286906552 1494287012059 105507 512 80
15.7934 1494286909410 1494286933611 24201 512 80
4.343 1494286906348 1494286992985 86637 512 80
3.4605 1494286906433 1494287017144 110711 512 80
14.8842 1494286909107 1494286935399 26292 512 80
3.5312 1494286906552 1494287016562 110010 512 80
3.3893 1494286906411 1494287018411 112000 512 80
3.8102 1494286906528 1494287008840 102312 512 80
3.9676 1494286906555 1494287003170 96615 512 80
3.8234 1494286906425 1494287004033 97608 512 80
3.6752 1494286906488 1494287009992 103504 512 80
3.5949 1494286906637 1494287016346 109709 512 80
14.7343 1494286909039 1494286934961 25922 512 80
3.2427 1494286906419 1494287022412 115993 512 80
3.6595 1494286906380 1494287007880 101500 512 80
3.8589 1494286906426 1494287004736 98310 512 80
15.1464 1494286909106 1494286934327 25221 512 80
3.9868 1494286906466 1494287003258 96792 512 80
3.418 1494286906433 1494287016834 110401 512 80
3.9 1494286906323 1494287003851 97528 512 80
3.4591 1494286906374 1494287017527 111153 512 80
3.5298 1494286906344 1494287012755 106411 512 80
3.3651 1494286906512 1494287020331 113819 512 80
13.943 1494286909485 1494286936183 26698 512 80
13.9505 1494286910829 1494286939080 28251 512 80
3.4432 1494286906561 1494287014754 108193 512 80
14.1695 1494286908906 1494286935729 26823 512 80
14.3739 1494286908946 1494286935712 26766 512 80
14.7946 1494286909322 1494286934826 25504 512 80
4.3863 1494286906384 1494286992085 85701 512 80
3.516 1494286906565 1494287013658 107093 512 80
3.9369 1494286906448 1494287002755 96307 512 80
14.8932 1494286909006 1494286934720 25714 512 80
3.6915 1494286906486 1494287009393 102907 512 80
3.4881 1494286906634 1494287017333 110699 512 80
3.7092 1494286906378 1494287006686 100308 512 80
13.8931 1494286909917 1494286937930 28013 512 80
3.8091 1494286906513 1494287005012 98499 512 80
3.61 1494286906382 1494287011193 104811 512 80
4.0322 1494286906537 1494287002628 96091 512 80
3.7878 1494286906618 1494287006628 100010 512 80
3.881 1494286906415 1494287004137 97722 512 80
3.8622 1494286906329 1494287004729 98400 512 80
3.6403 1494286906481 1494287010393 103912 512 80
4.0084 1494286906501 1494287000398 93897 512 80
13.9037 1494286909285 1494286935817 26532 512 80
3.8948 1494286906445 1494287002647 96202 512 80
3.9296 1494286906457 1494287002950 96493 512 80
3.7551 1494286906598 1494287010499 103901 512 80
13.5804 1494286909714 1494286937142 27428 512 80
3.5329 1494286906459 1494287015459 109000 512 80
3.6714 1494287034592 1494287138391 103799 512 90
3.7687 1494287034426 1494287133130 98704 512 90
15.5449 1494287036596 1494287060743 24147 512 90
3.3759 1494287034632 1494287149535 114903 512 90
3.8592 1494287034747 1494287131149 96402 512 90
3.8789 1494287034400 1494287131703 97303 512 90
3.7707 1494287033882 1494287137582 103700 512 90
3.4352 1494287034632 1494287147137 112505 512 90
15.6002 1494287037166 1494287061964 24798 512 90
3.9171 1494287034631 1494287131237 96606 512 90
14.9138 1494287037159 1494287062706 25547 512 90
3.8269 1494287033649 1494287131529 97880 512 90
3.8253 1494287047631 1494287145230 97599 512 90
3.6254 1494287034393 1494287135484 101091 512 90
15.3476 1494287037137 1494287062043 24906 512 90
3.6097 1494287034858 1494287141152 106294 512 90
4.0089 1494287034595 1494287127802 93207 512 90
3.9145 1494287047525 1494287147635 100110 512 90
3.8086 1494287034817 1494287133929 99112 512 90
3.5928 1494287033833 1494287145039 111206 512 90
3.5182 1494287037796 1494287146096 108300 512 90
3.7391 1494287036477 1494287135048 98571 512 90
3.8229 1494287033767 1494287133976 100209 512 90
3.7061 1494287050980 1494287154283 103303 512 90
3.9727 1494287036666 1494287133163 96497 512 90
3.6083 1494287036552 1494287141255 104703 512 90
3.5493 1494287036551 1494287143066 106515 512 90
4.1704 1494287069514 1494287161110 91596 512 90
3.7593 1494287051052 1494287154464 103412 512 90
4.169 1494287037958 1494287129868 91910 512 90
3.3912 1494287036633 1494287152138 115505 512 90
3.7263 1494287033682 1494287136881 103199 512 90
3.3075 1494287036533 1494287153845 117312 512 90
3.5186 1494287037927 1494287143312 105385 512 90
3.5321 1494287037836 1494287143311 105475 512 90
3.268 1494287037933 1494287153632 115699 512 90
3.7032 1494287038055 1494287142655 104600 512 90
3.9166 1494287037989 1494287135877 97888 512 90
3.5364 1494287038212 1494287144421 106209 512 90
3.6263 1494287038107 1494287141509 103402 512 90
4.0084 1494287033805 1494287128507 94702 512 90
14.7246 1494287040368 1494287065795 25427 512 90
3.5612 1494287038754 1494287143453 104699 512 90
4.111 1494287038958 1494287129353 90395 512 90
3.6577 1494287038793 1494287142394 103601 512 90
4.0525 1494287038758 1494287131063 92305 512 90
3.8592 1494287038745 1494287134954 96209 512 90
3.5654 1494287039012 1494287145519 106507 512 90
3.5173 1494287038914 1494287145621 106707 512 90
3.8221 1494287038726 1494287137529 98803 512 90
3.4755 1494287033885 1494287143986 110101 512 90
3.8422 1494287038845 1494287135850 97005 512 90
3.9345 1494287038928 1494287135436 96508 512 90
3.8945 1494287038828 1494287136931 98103 512 90
3.9343 1494287038835 1494287135330 96495 512 90
3.3774 1494287038935 1494287153539 114604 512 90
3.5937 1494287039011 1494287142911 103900 512 90
3.8584 1494287038901 1494287135901 97000 512 90
3.5351 1494287038715 1494287144053 105338 512 90
3.6225 1494287038893 1494287143594 104701 512 90
3.6112 1494287038934 1494287153543 114609 512 90
3.9718 1494287033766 1494287128867 95101 512 90
3.774 1494287038990 1494287138994 100004 512 90
3.807 1494287038945 1494287136957 98012 512 90
3.6249 1494287039952 1494287144759 104807 512 90
3.9323 1494287039925 1494287135334 95409 512 90
4.4375 1494287038843 1494287124089 85246 512 90
3.6738 1494287039996 1494287142590 102594 512 90
4.4604 1494287039982 1494287124483 84501 512 90
14.1409 1494287042981 1494287070017 27036 512 90
3.7053 1494287040238 1494287142038 101800 512 90
14.6639 1494287044407 1494287070119 25712 512 90
3.6921 1494287039880 1494287143089 103209 512 90
3.9351 1494356870366 1494356963061 92695 512 100
3.5036 1494356971492 1494357076690 105198 512 100
12.6283 1494356875817 1494356905687 29870 512 100
13.2041 1494356949215 1494356978989 29774 512 100
3.6901 1494356929948 1494357039048 109100 512 100
13.5538 1494356943264 1494356971144 27880 512 100
4.0892 1494356904450 1494357002462 98012 512 100
14.6338 1494356920903 1494356946816 25913 512 100
3.8235 1494356870420 1494356978015 107595 512 100
14.8844 1494356945032 1494356971034 26002 512 100
15.0382 1494356875988 1494356903296 27308 512 100
3.789 1494356870415 1494356970015 99600 512 100
14.2469 1494356986579 1494357012813 26234 512 100
3.6374 1494356870598 1494356977094 106496 512 100
4.0669 1494356870347 1494356971957 101610 512 100
12.2615 1494356887565 1494356918389 30824 512 100
3.5926 1494356870439 1494356987052 116613 512 100
3.6883 1494356870375 1494356973173 102798 512 100
3.8417 1494356914511 1494357014815 100304 512 100
6.3675 1494356916691 1494356980065 63374 512 100
3.7196 1494356904579 1494357010086 105507 512 100
3.2686 1494356870440 1494356989237 118797 512 100
14.8875 1494356876604 1494356903114 26510 512 100
13.4626 1494356944282 1494356972690 28408 512 100
3.6405 1494356870379 1494356972371 101992 512 100
3.3588 1494356870373 1494356986575 116202 512 100
3.703 1494356919860 1494357030649 110789 512 100
3.6433 1494356870330 1494356970329 99999 512 100
4.0498 1494356904451 1494357003057 98606 512 100
3.7381 1494356870225 1494356976980 106755 512 100
12.898 1494356896869 1494356928853 31984 512 100
3.7883 1494356870406 1494356969215 98809 512 100
3.3337 1494356870374 1494356986274 115900 512 100
14.2409 1494356873092 1494356899867 26775 512 100
3.4329 1494356940113 1494357052217 112104 512 100
3.3602 1494356870272 1494356986570 116298 512 100
13.1919 1494356915684 1494356944526 28842 512 100
3.3877 1494356870328 1494356987223 116895 512 100
3.9503 1494356935800 1494357037915 102115 512 100
3.565 1494356983790 1494357089891 106101 512 100
3.6247 1494356870499 1494356978400 107901 512 100
3.8599 1494356870243 1494356968647 98404 512 100
6.4811 1494356917304 1494356979260 61956 512 100
12.4365 1494356873981 1494356903588 29607 512 100
14.5331 1494356942721 1494356968401 25680 512 100
14.4384 1494356942781 1494356969412 26631 512 100
3.7592 1494356870607 1494356969610 99003 512 100
3.5949 1494356870403 1494356976805 106402 512 100
